age,job,marital,education,default,housing,loan,contact,day_of_week,campaign,pdays,poutcome,cons_price_idx,cons_conf_idx,prime_rate,y
28,management,married,university.degree,no,yes,no,telephone,wed,2,999,nonexistent,93.918,-42.7,4.956,no
28,admin.,single,university.degree,no,yes,yes,telephone,wed,3,999,nonexistent,93.918,-42.7,4.956,no
38,services,divorced,basic.9y,no,yes,no,telephone,wed,2,999,nonexistent,93.918,-42.7,4.956,no
30,self-employed,married,university.degree,no,yes,yes,telephone,wed,3,999,nonexistent,93.918,-42.7,4.956,no
46,services,married,high.school,no,no,no,telephone,wed,3,999,nonexistent,93.918,-42.7,4.956,no
40,admin.,divorced,professional.course,unknown,no,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
51,services,married,high.school,no,yes,no,telephone,thu,3,999,nonexistent,93.918,-42.7,4.966,no
45,management,single,university.degree,no,no,yes,telephone,thu,3,999,nonexistent,93.918,-42.7,4.966,no
36,retired,married,unknown,no,no,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
46,admin.,married,high.school,unknown,no,no,telephone,thu,3,999,nonexistent,93.918,-42.7,4.966,no
48,entrepreneur,married,basic.6y,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
32,housemaid,married,basic.9y,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
30,blue-collar,divorced,basic.4y,no,yes,yes,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
56,management,married,university.degree,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
29,admin.,single,university.degree,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
43,blue-collar,married,basic.9y,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
29,technician,single,university.degree,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
42,blue-collar,married,basic.4y,unknown,yes,yes,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
39,technician,single,professional.course,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
52,retired,divorced,professional.course,no,no,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
39,technician,single,professional.course,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
40,blue-collar,married,basic.9y,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
53,blue-collar,married,basic.9y,no,no,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
30,blue-collar,single,basic.4y,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
36,blue-collar,married,basic.9y,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
37,blue-collar,married,basic.6y,unknown,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
38,blue-collar,married,basic.6y,unknown,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
48,blue-collar,married,basic.6y,unknown,no,no,telephone,thu,3,999,nonexistent,93.918,-42.7,4.966,no
45,admin.,married,high.school,no,no,no,telephone,thu,10,999,nonexistent,93.918,-42.7,4.966,no
58,technician,married,university.degree,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
41,admin.,married,high.school,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
35,unemployed,married,basic.9y,unknown,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
42,blue-collar,married,basic.9y,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
53,technician,divorced,professional.course,no,no,no,telephone,thu,4,999,nonexistent,93.918,-42.7,4.966,no
38,technician,single,university.degree,unknown,yes,yes,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
55,admin.,married,basic.9y,unknown,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
54,admin.,divorced,unknown,unknown,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
50,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
57,housemaid,divorced,basic.6y,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
39,admin.,single,high.school,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
39,admin.,single,high.school,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
39,admin.,single,high.school,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
43,management,married,university.degree,no,no,yes,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
35,admin.,divorced,university.degree,unknown,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
36,retired,married,unknown,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
36,retired,married,unknown,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
29,admin.,single,university.degree,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
37,technician,married,basic.9y,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
34,admin.,divorced,university.degree,no,no,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,yes
34,management,married,university.degree,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
29,blue-collar,divorced,high.school,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
52,housemaid,single,basic.4y,no,yes,no,telephone,thu,4,999,nonexistent,93.918,-42.7,4.966,no
24,admin.,single,high.school,no,yes,yes,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
27,services,married,basic.9y,no,no,no,telephone,thu,3,999,nonexistent,93.918,-42.7,4.966,no
30,technician,married,professional.course,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
34,blue-collar,married,basic.6y,no,yes,no,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
41,services,single,high.school,unknown,no,yes,telephone,thu,1,999,nonexistent,93.918,-42.7,4.966,no
57,housemaid,married,basic.4y,no,yes,no,telephone,thu,3,999,nonexistent,93.918,-42.7,4.966,no
32,services,married,high.school,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
37,technician,married,basic.9y,no,no,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
38,blue-collar,married,basic.6y,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
50,entrepreneur,married,professional.course,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
28,management,single,unknown,no,no,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
39,blue-collar,married,basic.9y,unknown,no,yes,telephone,thu,5,999,nonexistent,93.918,-42.7,4.966,no
34,blue-collar,married,basic.9y,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
30,services,married,basic.9y,no,no,yes,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
25,services,single,high.school,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
43,blue-collar,married,basic.4y,no,yes,no,telephone,thu,3,999,nonexistent,93.918,-42.7,4.966,no
26,technician,married,professional.course,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,thu,4,999,nonexistent,93.918,-42.7,4.966,no
29,entrepreneur,single,university.degree,no,yes,no,telephone,thu,11,999,nonexistent,93.918,-42.7,4.966,no
23,technician,single,professional.course,no,yes,no,telephone,thu,2,999,nonexistent,93.918,-42.7,4.966,no
55,blue-collar,married,basic.4y,unknown,no,no,telephone,thu,6,999,nonexistent,93.918,-42.7,4.966,no
36,management,married,basic.6y,unknown,yes,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
46,self-employed,married,high.school,unknown,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
32,technician,single,professional.course,no,no,no,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
46,blue-collar,married,unknown,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
31,technician,married,high.school,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
24,blue-collar,single,basic.9y,unknown,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
37,admin.,single,university.degree,no,no,no,telephone,fri,11,999,nonexistent,93.918,-42.7,4.959,no
27,services,single,high.school,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
56,self-employed,married,basic.9y,unknown,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
55,technician,married,university.degree,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
32,blue-collar,married,basic.6y,unknown,no,yes,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
26,admin.,single,high.school,no,no,yes,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
45,management,married,university.degree,unknown,no,yes,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
45,management,married,university.degree,unknown,no,yes,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
29,blue-collar,single,high.school,no,yes,no,telephone,fri,4,999,nonexistent,93.918,-42.7,4.959,no
46,services,married,high.school,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
32,technician,divorced,professional.course,no,yes,yes,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
32,blue-collar,married,basic.6y,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
43,management,married,high.school,no,no,yes,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
32,housemaid,married,basic.6y,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
30,admin.,single,high.school,no,no,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
39,admin.,married,high.school,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
39,admin.,married,high.school,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
32,blue-collar,single,high.school,no,no,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
43,technician,married,university.degree,no,yes,no,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
40,blue-collar,single,high.school,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
31,unemployed,single,professional.course,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
36,entrepreneur,married,university.degree,no,no,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
50,blue-collar,married,basic.4y,unknown,no,yes,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
28,admin.,single,university.degree,no,no,no,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
31,admin.,single,university.degree,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
30,admin.,single,high.school,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
30,admin.,single,high.school,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
27,services,married,high.school,unknown,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,yes
35,blue-collar,married,high.school,no,no,no,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
34,admin.,married,university.degree,no,yes,no,telephone,fri,4,999,nonexistent,93.918,-42.7,4.959,no
30,admin.,single,university.degree,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
41,entrepreneur,married,basic.4y,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
43,blue-collar,divorced,basic.4y,unknown,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
31,admin.,single,university.degree,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
35,blue-collar,married,basic.4y,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
53,blue-collar,married,basic.4y,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
57,admin.,single,university.degree,unknown,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
39,admin.,married,university.degree,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
41,blue-collar,married,basic.4y,unknown,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
31,admin.,divorced,university.degree,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
37,unemployed,married,university.degree,no,no,yes,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
26,admin.,single,high.school,no,yes,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
38,services,single,high.school,no,no,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
34,technician,single,high.school,no,yes,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
32,admin.,divorced,university.degree,no,no,yes,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
53,housemaid,married,basic.4y,no,no,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
41,entrepreneur,married,basic.4y,no,yes,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
45,admin.,married,university.degree,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
33,technician,married,university.degree,no,unknown,unknown,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
45,blue-collar,married,basic.4y,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
34,technician,single,professional.course,unknown,yes,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
42,admin.,divorced,university.degree,no,yes,no,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,fri,4,999,nonexistent,93.918,-42.7,4.959,no
29,entrepreneur,married,basic.6y,no,yes,yes,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
30,services,single,high.school,no,yes,no,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
43,technician,single,professional.course,no,yes,no,telephone,fri,6,999,nonexistent,93.918,-42.7,4.959,no
59,retired,married,basic.4y,unknown,no,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
27,admin.,married,university.degree,no,yes,yes,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
28,blue-collar,divorced,basic.4y,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
29,admin.,single,university.degree,no,unknown,unknown,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
49,blue-collar,married,basic.9y,no,no,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
49,blue-collar,married,basic.9y,no,yes,no,telephone,fri,1,999,nonexistent,93.918,-42.7,4.959,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,fri,1,999,nonexistent,93.918,-42.7,4.959,no
29,entrepreneur,married,high.school,no,yes,no,cellular,fri,2,999,nonexistent,93.918,-42.7,4.959,no
46,services,married,high.school,no,yes,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
33,technician,married,basic.9y,unknown,yes,no,cellular,fri,4,999,nonexistent,93.918,-42.7,4.959,no
41,management,married,university.degree,no,yes,no,cellular,fri,3,999,nonexistent,93.918,-42.7,4.959,no
31,technician,single,professional.course,no,no,no,telephone,fri,2,999,nonexistent,93.918,-42.7,4.959,no
30,services,divorced,high.school,no,yes,yes,cellular,fri,2,999,nonexistent,93.918,-42.7,4.959,no
58,retired,married,professional.course,unknown,yes,no,cellular,fri,2,999,nonexistent,93.918,-42.7,4.959,no
31,blue-collar,married,basic.9y,no,unknown,unknown,cellular,fri,3,999,nonexistent,93.918,-42.7,4.959,no
40,blue-collar,divorced,basic.6y,unknown,unknown,unknown,cellular,fri,3,999,nonexistent,93.918,-42.7,4.959,no
33,services,married,high.school,no,yes,no,cellular,fri,2,999,nonexistent,93.918,-42.7,4.959,no
38,blue-collar,married,basic.9y,no,no,no,cellular,fri,2,999,nonexistent,93.918,-42.7,4.959,no
29,admin.,married,basic.9y,no,yes,no,cellular,fri,3,999,nonexistent,93.918,-42.7,4.959,no
40,blue-collar,married,basic.9y,no,no,no,telephone,fri,3,999,nonexistent,93.918,-42.7,4.959,no
48,blue-collar,married,basic.4y,no,no,yes,cellular,fri,2,999,nonexistent,93.918,-42.7,4.959,no
51,retired,married,basic.9y,unknown,no,no,cellular,fri,1,999,nonexistent,93.918,-42.7,4.959,no
51,retired,married,basic.9y,unknown,yes,no,cellular,fri,1,999,nonexistent,93.918,-42.7,4.959,no
34,technician,married,high.school,unknown,yes,no,cellular,fri,1,999,nonexistent,93.918,-42.7,4.959,no
46,blue-collar,married,basic.9y,unknown,no,no,cellular,fri,1,999,nonexistent,93.918,-42.7,4.959,no
34,unemployed,married,high.school,no,no,no,cellular,fri,1,999,nonexistent,93.918,-42.7,4.959,no
55,admin.,married,high.school,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
47,admin.,married,university.degree,unknown,unknown,unknown,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
41,blue-collar,married,basic.4y,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
49,admin.,divorced,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
38,admin.,divorced,high.school,no,no,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
51,admin.,married,illiterate,unknown,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
59,retired,married,professional.course,unknown,yes,yes,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,yes
33,self-employed,married,basic.9y,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
40,admin.,married,high.school,no,yes,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,yes
48,admin.,married,university.degree,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
57,admin.,divorced,basic.9y,no,yes,yes,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
34,technician,single,university.degree,no,no,yes,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
53,self-employed,divorced,university.degree,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
56,technician,married,university.degree,unknown,no,no,cellular,mon,19,999,nonexistent,93.918,-42.7,4.96,no
29,unemployed,divorced,university.degree,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
52,blue-collar,married,basic.9y,unknown,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
31,services,married,high.school,unknown,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
30,blue-collar,single,basic.9y,no,yes,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
45,admin.,married,basic.9y,no,yes,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
30,technician,single,professional.course,no,yes,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
27,blue-collar,married,basic.9y,unknown,yes,yes,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,mon,6,999,nonexistent,93.918,-42.7,4.96,no
35,admin.,single,university.degree,no,no,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
43,unemployed,married,high.school,unknown,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
35,services,married,professional.course,unknown,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
52,blue-collar,married,basic.9y,no,no,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
32,blue-collar,married,basic.6y,no,no,no,telephone,mon,6,999,nonexistent,93.918,-42.7,4.96,no
48,admin.,married,university.degree,no,yes,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
40,blue-collar,married,basic.6y,no,no,no,telephone,mon,6,999,nonexistent,93.918,-42.7,4.96,no
43,management,married,unknown,no,no,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
34,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
42,self-employed,married,unknown,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
